class_id,school_id,municipality_code,grade,section,class_name,academic_year,max_students,classroom_number,is_active,created_at,updated_at
CLS-461-00001,461-SCH-004,461,9,C,9.C,2024-2025,24,L209,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00002,461-SCH-001,461,3,C,3.C,2024-2025,25,L188,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00003,461-SCH-001,461,8,A,8.A,2024-2025,28,L244,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00004,461-SCH-006,461,6,B,6.B,2024-2025,28,L152,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00005,461-SCH-004,461,7,B,7.B,2024-2025,28,L277,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00006,461-SCH-004,461,5,A,5.A,2024-2025,24,L234,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00007,461-SCH-006,461,8,B,8.B,2024-2025,25,L277,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00008,461-SCH-001,461,4,C,4.C,2024-2025,25,L280,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00009,461-SCH-002,461,4,A,4.A,2024-2025,24,L225,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00010,461-SCH-002,461,1,C,1.C,2024-2025,28,L140,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00011,461-SCH-002,461,3,C,3.C,2024-2025,24,L247,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00012,461-SCH-003,461,9,B,9.B,2024-2025,23,L117,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00013,461-SCH-005,461,1,B,1.B,2024-2025,22,L151,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00014,461-SCH-006,461,4,C,4.C,2024-2025,27,L152,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00015,461-SCH-002,461,7,B,7.B,2024-2025,24,L192,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00016,461-SCH-005,461,8,B,8.B,2024-2025,27,L123,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00017,461-SCH-002,461,2,C,2.C,2024-2025,24,L241,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00018,461-SCH-007,461,1,A,1.A,2024-2025,25,L280,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00019,461-SCH-005,461,4,A,4.A,2024-2025,24,L178,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00020,461-SCH-004,461,3,A,3.A,2024-2025,24,L103,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00021,461-SCH-004,461,8,A,8.A,2024-2025,26,L161,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00022,461-SCH-006,461,0,B,0.B,2024-2025,24,L224,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-461-00023,461-SCH-001,461,9,A,9.A,2024-2025,28,L294,true,2026-03-09 08:00:00,2026-03-09 08:00:00
