class_id,school_id,municipality_code,grade,section,class_name,academic_year,max_students,classroom_number,is_active,created_at,updated_at
CLS-00253,101-SCH-001,101,3,B,3.B,2024-2025,26,L177,true,2026-03-10 08:00:00,2026-03-10 08:00:00
CLS-00254,101-SCH-007,101,0,C,0.C,2024-2025,22,L196,true,2026-03-10 08:00:00,2026-03-10 08:00:00
CLS-00255,751-SCH-002,751,6,C,6.C,2024-2025,25,L133,true,2026-03-10 08:00:00,2026-03-10 08:00:00
CLS-00256,751-SCH-001,751,0,A,0.A,2024-2025,23,L222,true,2026-03-10 08:00:00,2026-03-10 08:00:00
CLS-00257,461-SCH-003,461,1,B,1.B,2024-2025,28,L189,true,2026-03-10 08:00:00,2026-03-10 08:00:00
CLS-00258,461-SCH-006,461,9,C,9.C,2024-2025,22,L233,true,2026-03-10 08:00:00,2026-03-10 08:00:00
CLS-00259,851-SCH-005,851,5,C,5.C,2024-2025,26,L277,true,2026-03-10 08:00:00,2026-03-10 08:00:00
CLS-00260,851-SCH-002,851,6,B,6.B,2024-2025,23,L153,true,2026-03-10 08:00:00,2026-03-10 08:00:00
CLS-00261,561-SCH-001,561,6,C,6.C,2024-2025,27,L246,true,2026-03-10 08:00:00,2026-03-10 08:00:00
CLS-00262,561-SCH-006,561,7,C,7.C,2024-2025,24,L203,true,2026-03-10 08:00:00,2026-03-10 08:00:00
