class_id,school_id,municipality_code,grade,section,class_name,academic_year,max_students,classroom_number,is_active,created_at,updated_at
CLS-00263,101-SCH-005,101,1,A,1.A,2024-2025,27,L194,true,2026-03-11 08:00:00,2026-03-11 08:00:00
CLS-00264,101-SCH-002,101,1,B,1.B,2024-2025,25,L182,true,2026-03-11 08:00:00,2026-03-11 08:00:00
CLS-00265,751-SCH-006,751,5,A,5.A,2024-2025,28,L188,true,2026-03-11 08:00:00,2026-03-11 08:00:00
CLS-00266,751-SCH-006,751,7,A,7.A,2024-2025,28,L150,true,2026-03-11 08:00:00,2026-03-11 08:00:00
CLS-00267,461-SCH-005,461,8,B,8.B,2024-2025,24,L240,true,2026-03-11 08:00:00,2026-03-11 08:00:00
CLS-00268,461-SCH-006,461,5,A,5.A,2024-2025,25,L202,true,2026-03-11 08:00:00,2026-03-11 08:00:00
CLS-00269,851-SCH-005,851,0,B,0.B,2024-2025,25,L244,true,2026-03-11 08:00:00,2026-03-11 08:00:00
CLS-00270,851-SCH-002,851,8,B,8.B,2024-2025,28,L234,true,2026-03-11 08:00:00,2026-03-11 08:00:00
CLS-00271,561-SCH-002,561,2,A,2.A,2024-2025,28,L215,true,2026-03-11 08:00:00,2026-03-11 08:00:00
CLS-00272,561-SCH-001,561,9,C,9.C,2024-2025,24,L103,true,2026-03-11 08:00:00,2026-03-11 08:00:00
