class_id,school_id,municipality_code,grade,section,class_name,academic_year,max_students,classroom_number,is_active,created_at,updated_at
CLS-561-00001,561-SCH-005,561,4,A,4.A,2024-2025,28,L156,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00002,561-SCH-003,561,0,A,0.A,2024-2025,26,L256,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00003,561-SCH-009,561,5,B,5.B,2024-2025,25,L169,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00004,561-SCH-004,561,4,B,4.B,2024-2025,22,L282,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00005,561-SCH-001,561,4,B,4.B,2024-2025,23,L170,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00006,561-SCH-004,561,6,B,6.B,2024-2025,22,L211,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00007,561-SCH-009,561,1,C,1.C,2024-2025,28,L206,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00008,561-SCH-005,561,9,B,9.B,2024-2025,28,L103,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00009,561-SCH-006,561,3,B,3.B,2024-2025,27,L234,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00010,561-SCH-008,561,0,B,0.B,2024-2025,27,L102,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00011,561-SCH-008,561,9,B,9.B,2024-2025,28,L102,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00012,561-SCH-006,561,9,C,9.C,2024-2025,22,L165,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00013,561-SCH-005,561,6,A,6.A,2024-2025,22,L217,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00014,561-SCH-006,561,7,B,7.B,2024-2025,26,L221,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00015,561-SCH-005,561,5,A,5.A,2024-2025,27,L200,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00016,561-SCH-002,561,2,B,2.B,2024-2025,25,L266,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00017,561-SCH-002,561,0,A,0.A,2024-2025,26,L185,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00018,561-SCH-001,561,1,C,1.C,2024-2025,24,L263,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00019,561-SCH-003,561,4,A,4.A,2024-2025,28,L275,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00020,561-SCH-002,561,7,B,7.B,2024-2025,22,L194,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00021,561-SCH-001,561,0,A,0.A,2024-2025,25,L101,true,2026-03-09 08:00:00,2026-03-09 08:00:00
CLS-561-00022,561-SCH-002,561,1,A,1.A,2024-2025,25,L131,true,2026-03-09 08:00:00,2026-03-09 08:00:00
